,,,HOK4K,,HOK4KVIS,
9250c835-f8aa-4605-b2a2-6885c74cb819.jpg,0,0.6103769,0.0011534913,0.9997751,0.0003864646,0.54801685
b47bf713-c9ca-4e62-a3a0-f067eb7f874b.jpg,0.9030576,0.7118568,1,0.999961,0.9075603,0.67316693
6a8f7748-e898-4630-8227-f9e83e4297f5.jpg,0.9054547,0,0.9999962,9.72E-08,0.91608775,3.61E-07
ba4bbbf5-f12a-428c-95ba-293ef219099d.jpg,0.9044935,0,0.9999994,5.31E-08,0.9084351,1.80E-07
3f6ab07d-2013-450a-8888-ea777b243d9a.jpg,0.90541947,0,0.999998,4.32E-08,0.9111106,4.22E-08
d2f0b594-5047-4ae2-9f1e-6ae177aba566.jpg,0.91412413,0,1,1.53E-05,0.92526346,1.07E-06
b53640a1-d0d7-44a5-9498-639973966986.jpg,0.2016243,0.17503123,0.99999726,0.9998485,0.2662655,0.1683627
c42b1cd8-6c3c-422b-9850-26b35f947ebd.jpg,0.9046593,0,0.99999845,8.29E-08,0.91390324,1.51E-07
0842e483-e3c4-4e2d-b3fe-9e8b3ca477a8.jpg,0.9032377,0.6207826,0.99999976,1,0.91303486,0.6813154
bba4bc49-a014-4815-94cb-2a10beafdf07.jpg,0.90221155,0.65588117,0.99999607,0.9999999,0.91263056,0.6467311
6093e26d-ecd2-4b23-b727-cf38e39be772.jpg,0.3700371,0.45471597,0.99999595,0.99996054,0.34425497,0.45230496
b3c05db3-0109-4f0f-aa56-40e8a4b123bd.jpg,0,0.909418,4.09E-07,0.99979,0.00017556704,0.92060834
ede4e84e-cdad-4046-b74f-a8a468020f43.jpg,0.30296257,0,0.9999999,1.11E-07,0.31480652,7.43E-08
b038be44-5ab4-4685-8afd-904d44110223.jpg,0,0.8255713,5.67E-07,0.9999987,1.71E-06,0.8909415
202c3689-286a-4569-8b8c-015b68990726.jpg,0,0.76146126,3.19E-06,0.9999652,1.78E-05,0.6992783
94326cd4-2f77-47b0-a45b-f4feef7a0b7c.jpg,0,0.19113702,0.000899812,0.99994504,0.0043602474,0.14789255
ad6a7e85-5a52-4e38-9e70-089af8b78581.jpg,0,0.8012689,5.17E-06,0.99999976,9.86E-07,0.8457023
bfc0de07-b700-4849-a5eb-caeac03abd52.jpg,0.816273,0,1,0.0008170452,0.80674213,9.15E-05
51c92903-6921-40a3-9cf8-f24cc41aa759.jpg,0.90357184,0,0.999998,2.78E-08,0.9171452,8.64E-08
d403f4eb-3d7f-4465-b77c-9101f5670ac3.jpg,0,0.9005466,2.75E-06,0.9998709,5.46E-05,0.89712244
ee732ed2-1abf-4e22-a0f5-b7f1654e3185.jpg,0.1106107,0,0.9998418,2.64E-06,0.12722787,1.61E-05
f8845010-8438-4492-9df9-fb4a8dc9f96a.jpg,0.467644,0,0.9999999,1.83E-05,0.5147742,2.21E-05
4ac3857f-2126-4d84-bb8c-9b3e7880dfa7.jpg,0,0.22094244,2.08E-07,0.9999757,4.66E-07,0.18259273
9e8e0ef6-cc4a-4c8e-9531-90c897076c84.jpg,0.9040578,0.55748105,0.9999993,1,0.91296774,0.5558421
9be0c8d0-85ec-4280-a1b7-1beb772d2a60.jpg,0.8233362,0.48168904,0.9999993,0.9999999,0.8813517,0.45762965
ca85a908-c885-48f4-9a6f-5cd371cfc283.jpg,0.8404555,0.49334255,0.99999833,0.9999994,0.86496776,0.52704495
4c604baa-7488-42dc-8143-ddc28a34225e.jpg,0,0.9052703,0.0025910053,0.99992085,6.18E-05,0.91674215
5aa9943e-aeb8-4cda-a313-8a2997e3d08c.jpg,0.15727311,0,0.99999166,0.0011925788,0.11953586,0.04378152
69c3f945-8a57-42e8-a37f-9ca6a36b8f4d.jpg,0.16547026,0.22584961,0.99994016,0.99832803,0.1633168,0.25737378
76fa736e-4f13-41b5-b733-fd6b978ccadb.jpg,0,0.90977454,4.28E-07,0.99999714,8.85E-05,0.91900843
92788e01-44ee-4f50-a50d-feca5762ce97.jpg,0,0.90377754,5.15E-07,0.9999975,0.0016989721,0.91303146
e06ac2ef-7be8-476d-99bb-a1da52ac0934.jpg,0.5289296,0,0.9999995,2.06E-06,0.50797206,6.75E-05
361b0ee3-c9bd-4a04-ad01-e7f166548789.jpg,0,0.83037513,1.21E-06,0.9999329,1.54E-06,0.8422778
bf269aea-19ed-4387-b5cd-0566cc45320d.jpg,0,0.90671635,1.33E-05,0.99976,0.0011918679,0.8954005
5c7d875e-ac7b-4c21-a2b6-d5d18dff94ef.jpg,0,0.9179818,7.93E-07,0.99994886,1.23E-05,0.91156596
52d65793-e96d-4c47-9a53-ffe1cb079f97.jpg,0,0.9010664,1.85E-07,0.999877,4.95E-07,0.9067571
aafb9e57-928b-49b0-a767-df3a1ab33245.jpg,0.90293884,0.7009025,0.99998975,1,0.90205264,0.6760978
9812c04f-1859-4a1f-b651-1fda74bd1bc1.jpg,0.90333575,0.6845587,0.9999993,0.9999901,0.9133539,0.6219108
f3657070-3ae2-4cdc-8192-bca9b15215d0.jpg,0,0.5272477,0.00014791432,0.9966653,0.00015227211,0.47506696
5933e48b-3a38-4d48-838f-81ac124acb3a.jpg,0.9015334,0.51148564,0.99999976,0.9999956,0.89877087,0.5129918
2225436d-db8a-404a-8996-e2c49a429e09.jpg,0.3025791,0,0.99999225,1.87E-07,0.34231973,2.50E-05
09ef38aa-5f06-40eb-860c-dd18898caa54.jpg,0.0645911,0.9010768,0.999949,0.99830025,0.061363842,0.9253442
4171bf0f-dfd6-4a16-8dcc-8bd7162d461e.jpg,0,0.9010891,2.54E-06,0.99999034,7.98E-07,0.9000745
6e2b18b7-3d6e-440e-94c4-3486af5cf41c.jpg,0.9007702,0.5662028,0.99999416,0.9999995,0.87674403,0.55762726
0e8002dc-fb50-4db9-a354-f60149d8a1a9.jpg,0.48041394,0,0.99999917,7.15E-08,0.4173823,1.12E-06
072d5631-070d-4daf-ba84-068feb401a37.jpg,0.90029097,0,0.99998736,1.69E-07,0.90703136,9.24E-08
40c222dc-5bb4-4a65-8918-7fa63bb452dc.jpg,0.3855575,0,0.99999785,2.69E-08,0.29722217,2.29E-07
f53dc978-fab2-4e93-8826-2759abc29b77.jpg,0.06447856,0.12628645,0.99999976,0.99775666,0.035025146,0.16185012
c4bdbc19-c96b-4a7d-ba79-943750bba258.jpg,0.14244027,0,0.9961926,1.26E-06,0.1527028,1.62E-05
254903d4-68c4-4a73-953c-58d4b2269eb1.jpg,0,0.5803482,7.38E-06,0.99908864,0.00015895904,0.6015913
633fb4df-a87b-4ecd-bdb8-1a22889ce60b.jpg,0,0.9011399,6.69E-08,0.99989235,7.44E-07,0.9108596
f7847aaf-7874-4708-ad74-1a88cf7ba1cd.jpg,0,0.8691374,5.31E-07,0.99999595,7.51E-07,0.8972111
e4768bca-efa5-4e6b-9a13-2d8551de1ef8.jpg,0,0.81985605,4.71E-07,0.9999994,2.38E-06,0.8601354
812f2a0a-8129-46f4-977d-df7c5fada0b7.jpg,0.9059801,0.59996796,0.99998474,0.9999999,0.91261965,0.59825754
6cf84d8f-fbc7-453d-8719-e6d4777bdc61.jpg,0,0.4297271,4.56E-06,0.9998888,1.50E-05,0.4642323
cebc361c-0331-4e49-b3d9-56bfd10b67af.jpg,0.2267099,0,0.9999993,8.30E-05,0.1926284,3.94E-05
480c8de4-1703-4e37-b131-95e65bf82be8.jpg,0.81945807,0.4709168,0.9999993,1,0.85477465,0.49237648
7714906c-6ab1-43ff-b9d2-c01029e88ae4.jpg,0.9108316,0,0.99999785,9.64E-05,0.9193642,5.28E-06
79fedce6-accc-4ed9-ac83-fe55e6e718f6.jpg,0.10146577,0,0.9999937,1.80E-05,0.14691278,0.00012434044
5364a252-50c0-4a17-9b70-d6fcc69d7999.jpg,0.06444157,0.900657,0.9999888,0.99985945,0.043385733,0.915362
787ea60d-d971-422c-8a19-94364174f16e.jpg,0,0.900926,1.31E-06,0.9999999,3.40E-06,0.9000653
c2a76db8-7c77-4416-af48-92416227274a.jpg,0.11736339,0,0.99999976,0.04293234,0.11476364,3.36E-05
66021aed-4fef-4554-aaf4-81ff9f75dfb4.jpg,0.17409323,0.059724696,0.9999801,0.9967443,0.09800574,0.03572224
9d96c39b-9cc6-44b4-bf5e-82642be8d746.jpg,0,0.9013357,2.38E-08,0.9994437,3.01E-06,0.89308107
2ce97cca-4e81-4285-b688-dc51c42dbf52.jpg,0,0.82167995,5.94E-07,0.9999989,3.75E-06,0.82705
fd5f8222-dee0-45c5-b074-0850238bad88.jpg,0.1643214,0,0.99999726,5.81E-05,0.24253389,2.16E-06
b5e92bc4-8957-4611-b885-78019a169c21.jpg,0.28294078,0,0.99999845,1.34E-05,0.21550894,4.88E-05
8e32143f-f179-4d20-a601-cb3b9d009fda.jpg,0,0.9035105,1.53E-07,0.9993529,1.16E-06,0.90639865
cad2c2ab-58ba-4e83-bbc2-63930aad61e6.jpg,0.90568405,0,0.9999944,2.10E-08,0.9169166,1.16E-07
68ae275c-27be-4bf4-97cb-ba7bf2ef8764.jpg,0.4491027,0,0.9999981,5.24E-08,0.4301455,1.23E-07
bcffeeba-0518-4f98-9205-5e29e1f70237.jpg,0.9003339,0,0.999995,1.55E-08,0.90517724,3.30E-08
4e21ee51-f00e-4795-821d-b787c68802a3.jpg,0,0.8416008,1.51E-07,0.99992836,5.99E-06,0.81385416
36236d86-2c2d-490c-ad20-25a924d4ecd5.jpg,0,0.8412179,2.90E-07,0.99999905,4.70E-06,0.8472549
66abfd4c-f657-4126-bd93-ef316e14b8bb.jpg,0.9034228,0,0.99999857,3.41E-08,0.91327024,3.02E-07
53508fc8-030f-4096-bd83-498d8c3bfa98.jpg,0.7990311,0.089937724,0.9999999,0.9999858,0.7928041,0.08005705
35b40361-cbf5-476d-b338-11dfc0c53194.jpg,0.79173595,0.5044412,0.99999976,0.9999945,0.84210384,0.46984404
17fb22dc-b11b-48ad-938d-3c855c2ae29e.jpg,0,0.52114034,1.08E-06,0.9999999,3.21E-06,0.55253077
5c82f49d-158d-4e9d-a47e-fce88da791e9.jpg,0.800342,0.52394617,0.9999994,0.9999999,0.8517424,0.4900459
8787beec-d9d5-4e55-94d6-bcde5d6123d1.jpg,0,0.91617006,1.10E-06,0.99864024,5.03E-05,0.92807454
83aac19b-f4b1-4346-96be-67d474981642.jpg,0.9004548,0,0.99999976,8.52E-06,0.91649216,7.18E-05
6ab62dcd-0970-426b-8bad-ac4fb7e3f041.jpg,0.81915665,0.48904067,0.99999917,0.9999999,0.86864525,0.4497829
1c893328-c32f-4b11-a5b6-b666dc1b7157.jpg,0,0.90242064,6.60E-05,0.99999726,0.009986455,0.90820146
1cc83a7f-2bed-47f9-98b4-903a799d3876.jpg,0,0.9103539,4.91E-06,0.99996865,5.31E-05,0.91879284
b7e938c4-a912-4f8c-ad8f-27a7b5e7e7c6.jpg,0.6460205,0.6818134,0.9807842,0.99977833,0.67172414,0.6944712
6f2e0203-9d60-42a2-a93b-1539fe71f2ce.jpg,0.40225977,0,0.99999976,8.29E-06,0.44832695,9.07E-05
39653f93-fdc5-47b2-8878-46eb5087629c.jpg,0,0.9113979,0.00026202988,0.999998,0.0013142669,0.9212354
c60de115-4802-4e0b-b5a2-72fe4999c7d9.jpg,0.8755963,0,0.99999976,2.80E-08,0.8967908,4.10E-08
99602fe4-2b4e-499c-b671-f083aca89ec9.jpg,0,0.18897824,2.06E-06,0.9999825,1.25E-06,0.13978422
6eba3f90-056b-4e81-961c-e51ac6a5b672.jpg,0,0.15136932,1.67E-07,0.9999987,2.08E-06,0.19047692
1faf932b-79cc-470c-8469-992d407cae0c.jpg,0,0.90280974,1.08E-06,0.9991165,0.000597883,0.8866592
8bba1ecd-b00e-48f9-b214-4a1aac537c70.jpg,0,0.59760886,2.06E-06,0.99998796,7.49E-06,0.63980085
0299739e-acfa-40aa-a28e-73a4b1f766b1.jpg,0.9110575,0,0.9999995,7.69E-07,0.925758,0.0001699014
0555eeec-74e1-4ecd-a839-02116a1c6d72.jpg,0,0.8282559,6.16E-08,0.9999807,1.44E-05,0.87002844
ab15e3e6-fb1c-4869-996c-f35fd7ea1889.jpg,0.9118766,0,0.9999994,5.12E-06,0.9142574,2.82E-06
c69e7c8f-cc7f-4636-9831-5fc8a8468784.jpg,0.33648327,0,0.9999999,1.12E-05,0.3389248,0.00024777892
9f41af17-137e-42f6-9da9-ad9d2b95b705.jpg,0.9007353,0.5635758,0.9999994,0.9999995,0.81804514,0.55269724
537f8a09-5cbd-41c6-b30d-ee73c97c69fe.jpg,0,0.15067877,2.83E-07,0.999998,1.95E-06,0.17575939
ad0c71be-2dbb-40df-b621-8cf6d4da16cf.jpg,0.9054156,0.5782709,0.99999917,1,0.9117741,0.6342346
f64fa838-9cd8-46ef-bf67-74b396c7f33f.jpg,0,0.8647293,1.19E-06,0.9999864,9.12E-07,0.89841175
ac18fc64-77e8-4c84-8838-e69a9741781f.jpg,0.90598273,0.58566886,0.99999976,0.99999976,0.918671,0.5668224
8e543ff6-4c8c-4889-a097-493269e2453c.jpg,0,0.8723896,1.53E-06,0.9999987,4.92E-07,0.8331359
968f9746-f067-430a-ad24-f4858c0eeab6.jpg,0.17326492,0.9006685,0.9999999,0.99899787,0.24218284,0.8865669
30486528-a446-489a-b069-77234f2bb9a4.jpg,0.116799295,0.90279096,0.9999579,0.9999912,0.16588134,0.8964894
bd00486f-46e7-4840-a70f-6118095ce293.jpg,0,0.18914863,5.71E-07,0.99995196,8.72E-07,0.1596845
541781fc-7230-4e15-84c1-2a62ff5e0877.jpg,0.92242765,0,0.99999964,1.89E-08,0.9246028,8.60E-07
0891c649-90df-40aa-b281-63fa10c3dbf2.jpg,0.8354936,0.49625596,0.9999993,0.99999976,0.83403033,0.4971515
f66eeed6-8823-4cfe-a5c9-380792102739.jpg,0,0.18444583,9.34E-05,0.9999801,0.0019025438,0.16596873
9e542836-8ff0-4109-94f5-5c921400cbc7.jpg,0,0.9009821,1.22E-06,0.99999976,5.27E-06,0.8963728
998b3405-1011-4cc1-a492-1f1b9bd34e54.jpg,0,0.8017827,1.13E-06,0.9999857,1.86E-05,0.78348804
4c5ac666-41c6-4e92-b608-096021290830.jpg,0.56608105,0,0.9999999,6.01E-05,0.6180834,4.28E-05
8626ea6d-4343-4dc5-afcb-cf7b6c74dcb8.jpg,0,0.7214164,1.38E-07,0.99999857,1.34E-06,0.7280791
0ec4ad75-5315-4ed4-9f86-1c0794bbb3ad.jpg,0,0.9010327,2.02E-07,0.9999989,2.90E-06,0.9124511
34d8654f-00c6-40e1-9e66-4123afff341a.jpg,0.9067272,0,0.9999894,1.10E-07,0.9141556,4.06E-07
12e8b38b-7cb1-46c2-b695-4a28a9e4128c.jpg,0,0.9006904,6.23E-07,0.9999999,9.24E-06,0.8726633
8d014d05-b729-4378-b6ad-0f46a0094bdf.jpg,0.8963269,0,0.9999993,4.39E-08,0.89686096,3.90E-08
fe8134c4-2973-45f4-87b4-c9f517a51130.jpg,0,0.9010407,2.11E-06,0.9999988,2.84E-06,0.9175298
a4883b4b-825a-413f-9722-79e27fcc5eb9.jpg,0.9015029,0.50928545,0.99999964,1,0.90136003,0.46001166
f230853e-9289-4bae-b926-c6db4705fcd0.jpg,0,0.89991486,8.85E-08,0.99997985,1.23E-06,0.8504616
92e6eb63-bf93-49f4-9bdb-93ea661b893b.jpg,0.90310484,0.64249223,0.99999976,0.9999999,0.91140115,0.658741
67c0fc9c-b365-440b-b991-4221b7fe8b6d.jpg,0,0.90322495,4.33E-07,0.99995613,9.11E-07,0.91292864
1986ade4-1c65-4f06-bec8-d146b0c03d2f.jpg,0,0.37608457,1.19E-06,0.99988425,0.00013108004,0.392893
75bf439e-ec34-4922-b526-bdc3e9ca5f9b.jpg,0,0.9004314,4.93E-08,0.99977857,2.37E-07,0.9028867
eab71e84-c3b9-42b9-b9fb-f3c7274ab711.jpg,0.2365615,0,0.9999995,2.00E-07,0.28557166,2.40E-06
9cc45b58-3326-437a-b236-6c5e191249fb.jpg,0.9046011,0,0.9999999,2.28E-07,0.9032794,3.76E-07
e2f02b37-9b47-4b20-95f3-d4f4ca4db419.jpg,0.27241644,0.8655264,0.9999999,0.999915,0.28423598,0.88598925
fc5ef723-3f27-422a-a98c-c752d2398876.jpg,0,0.8922144,8.07E-07,0.99999094,6.97E-07,0.9078371
16cf8ae4-e145-4c83-9225-9e40c0a81a06.jpg,0.6351642,0.21539335,0.9999999,0.9999995,0.64118606,0.26496595
f89b4cbf-beee-4f5f-bd4b-4af11392e54f.jpg,0,0.90763444,5.15E-08,0.9999244,1.49E-06,0.88261783
6c9bc4a1-700e-4d1b-94ab-9c2017cd5082.jpg,0.90237886,0,0.9999938,1.77E-08,0.90566206,4.14E-08
9d0473d1-9532-4a6a-92b6-215bc39892c3.jpg,0.112506434,0,0.99999964,5.68E-06,0.11293036,3.29E-05
630171cf-95dc-4faa-a07a-622790d1cf9c.jpg,0.40322974,0,0.9999993,6.95E-08,0.43039718,1.59E-05
826a426b-fec8-4b17-94da-3a3d06e99580.jpg,0,0.53417766,2.37E-07,0.9998572,2.35E-06,0.5846189
eeab3718-b37a-4457-aec1-4d1f77ceb9f9.jpg,0.8300367,0.5017876,0.9999975,0.9999999,0.8816295,0.48961344
04406277-4449-41e6-8d01-21a06e5cdd2f.jpg,0,0.9091738,2.45E-06,0.9999651,3.75E-06,0.91703784
fd59a0f4-0c4a-45e3-b142-266bec560430.jpg,0.9143264,0,0.9999994,5.63E-08,0.92162067,3.17E-06
a9a864d3-dcba-4759-8069-6a1e7e7932ec.jpg,0.07138331,0.27280548,0.99999356,0.99920964,0.08605981,0.28235078
18fdf127-929b-4edb-b682-1215cb904be5.jpg,0.903416,0.68659174,0.9999964,0.99999976,0.9135465,0.6754483
1a79db8f-a77f-48b3-b920-0a56101b7354.jpg,0.90138257,0.5110705,0.99999964,1,0.88582635,0.50324214
dbacde5c-5729-44ac-87e9-9f69bddb334a.jpg,0,0.67391795,4.99E-06,0.99993515,3.75E-07,0.60206395
98727422-46cb-4f3d-9d8d-1185c9b6fbbc.jpg,0,0.9148934,9.97E-06,0.9999814,4.11E-05,0.9250185
ba2171a0-562e-4838-b5a3-3ea7da559a59.jpg,0.41433567,0,0.9999994,9.11E-05,0.3646496,2.02E-06
2ff9c160-3eb7-45ff-973c-8db07e190203.jpg,0.38353923,0.1374131,0.99999976,0.95447123,0.40618002,0.17255183
b665ebc2-9823-4824-9f69-f4e56d68ad23.jpg,0,0.90571713,7.42E-08,0.9999703,2.57E-06,0.8892007
f15321f1-1e36-46f1-a13b-6735a3ba9918.jpg,0,0.45975927,1.07E-07,0.99998176,5.87E-06,0.36897033
38fd57c8-9a7d-4954-921d-090fbf204b0e.jpg,0.90288866,0,0.9999999,8.03E-08,0.91015834,3.18E-07
fb5cb8be-3342-424d-98b8-8684ec0fc1bc.jpg,0,0.90045637,7.60E-07,0.99999607,5.95E-06,0.88627124
3657494d-d4f0-4307-bd44-a2283fee5fde.jpg,0.59736675,0.18396594,1,0.99917334,0.58799905,0.24871364
bfb562c3-3533-4fa4-abb4-7eafff03f2d9.jpg,0.34184492,0,0.9999628,6.12E-07,0.41754264,0.015577043
4ee8b07e-9716-4ec2-b8a8-654624cad757.jpg,0.16681294,0.7220755,0.99999964,0.9999157,0.15692623,0.8557131
14dc72a3-fbb5-4406-9e08-8627a2902a2e.jpg,0.23823716,0.25823516,0.99999964,0.9974445,0.2855038,0.22645585
6b4b87e1-ab94-4330-8ddc-9cc3caa0d106.jpg,0.87972635,0,0.9999999,2.96E-08,0.9023411,8.75E-08
3054f40b-2455-498f-b9f1-7a05da165688.jpg,0.4927261,0.90884674,0.99994195,0.9999883,0.47742906,0.8923529
3d2c78cb-1834-4b12-8dd2-284474185270.jpg,0,0.1432297,1.56E-06,0.9999901,3.17E-06,0.218135
7e1b743e-4393-4be6-89b5-9bf41ac562f5.jpg,0.9023342,0,0.9999994,1.27E-06,0.91433173,7.55E-07
e3df56e5-84d4-483b-9eb1-ed7cb71413c0.jpg,0.9016012,0.41030473,0.9999999,0.999992,0.8413525,0.46412253
1e9bf733-5621-42dc-9dfa-a41841517f16.jpg,0.9092174,0,0.99999976,3.34E-05,0.92161024,2.44E-05
a19c847b-26c4-44ce-9d55-d2429f90859f.jpg,0.13227595,0,0.9999733,2.70E-06,0.11308815,9.45E-06
b47bb44c-aa3b-44e4-81ae-4c2a3e1b86b7.jpg,0,0.6525442,0.0003045082,0.99974996,0.007849388,0.62882715
048172a4-9e41-4aee-a404-2c2c016e3f8a.jpg,0.9022726,0.6469527,0.99999857,0.99999964,0.9119299,0.6241886
5f04fb33-fb13-4f1f-90ec-e883a92f2da1.jpg,0,0.40362412,1.10E-05,0.9965783,0.001485619,0.5728136
c251bdaf-d9bf-42c4-9c1d-0a3dd4271f0e.jpg,0.903697,0,0.99999917,2.95E-08,0.91187775,2.89E-07
c9cc578e-8bc0-43db-b1c6-f551b054cd57.jpg,0.90234643,0,0.9999995,1.49E-08,0.90644294,3.38E-08
be6f974c-b8b6-4a12-8609-d18a0a6c3157.jpg,0,0.13967681,9.23E-07,0.99998856,1.05E-06,0.11728232
8abd13ca-387e-4ede-9198-8b7b71da5486.jpg,0.9032433,0,0.99999714,2.30E-08,0.915209,5.67E-08
61613a12-ee16-4829-b9c7-fbeb4a26416d.jpg,0,0.6315904,3.93E-06,0.9995883,4.41E-05,0.47068983
a3f6e7fd-b5d2-438d-a097-0324260311dd.jpg,0.37549227,0.90385,0.99999905,0.9944054,0.30536437,0.9120629
b4246a8f-66a0-44f2-b09a-69787401a94a.jpg,0,0.90513027,0.00051545404,0.99998856,0.0043568537,0.91896755
883fbcc5-e9db-496f-8286-076309aa2689.jpg,0.43253034,0,1,3.96E-05,0.4490204,3.77E-05
1354389e-407c-4b39-9caf-b8741b137093.jpg,0.5059903,0,0.99999964,1.47E-07,0.5103171,2.03E-07
a4fe6d46-49ae-44a5-a289-777df7e68633.jpg,0.9034731,0,0.9999912,1.15E-07,0.9104418,2.73E-07
df495977-39b0-4889-881b-2f14dfb42c75.jpg,0,0.90150005,1.30E-06,0.99992716,3.80E-06,0.8608499
fb441f6a-ae11-4f94-9cc8-98f09563913d.jpg,0,0.6990485,3.17E-06,0.9999969,1.28E-06,0.7865816
fcdab91b-6047-45cf-8897-ac16584ac32e.jpg,0.76897824,0,0.99999475,6.27E-08,0.82530206,2.35E-08
4795a631-466d-40e6-a7a9-9bd8d34f1c6d.jpg,0.41068512,0,0.99999845,0.0042217416,0.37457177,0.008051306
9ce6afc1-42b9-4ab0-8bb5-777ec3873266.jpg,0,0.71680987,1.57E-05,0.9991967,0.00055973174,0.8870022
e4668390-421a-437b-934e-973e377475af.jpg,0.9091395,0.3748322,0.9999999,0.9999989,0.91684186,0.26486647
9ffcfbf2-4cb4-4500-89f6-65f182e168dd.jpg,0.90499514,0,0.9999994,1.41E-08,0.91113496,2.40E-08
f0f4cd05-233a-4ad7-806e-52bae6e4a471.jpg,0,0.90317625,9.33E-07,0.9999417,4.52E-05,0.89827746
6a269364-d6ae-4b23-b014-558d69ef78bc.jpg,0,0.21438877,0.011354261,0.9985656,0.0027289898,0.16609593
986f7a2e-7b99-48cc-ade2-ffb0bb453d9e.jpg,0.91534734,0,0.9999964,7.27E-08,0.92375094,1.01E-06
7cbaec87-95d8-42ba-a230-e251526ed277.jpg,0.9028156,0.7066482,0.999987,0.99999905,0.9148152,0.70235306
337a47cb-d13e-4989-b79a-f4f2dd5a8e8d.jpg,0.9012642,0.49079347,0.9999995,0.9999999,0.893691,0.51583517
a638d271-ba97-4d03-b8f6-1c8b5b01bd63.jpg,0.9014008,0.5036408,0.9999989,1,0.8956837,0.5162677
d0c9b087-6733-4678-a1c3-94476cb1ff09.jpg,0,0.5035665,2.86E-05,0.99969435,0.003001743,0.5097975
d369f5c5-cd9e-43b7-932c-b11038945036.jpg,0,0.8788527,2.45E-07,0.9999958,1.02E-06,0.832777
ca1ccc48-de8f-44a8-af93-74c82a946ea4.jpg,0.31847385,0.9057382,0.9999864,0.97387844,0.29429272,0.9101517
591cc051-d7ce-46bc-bda3-27708fbe9427.jpg,0.5364779,0.11794832,1,0.9995441,0.55868006,0.12677401
10492dde-3946-450b-b81d-e477a617923a.jpg,0,0.740009,5.87E-06,0.9999403,0.0005740224,0.7220112
b125dce0-af2a-4a87-85c1-808914f7dd37.jpg,0,0.90211064,1.49E-07,0.99999905,4.35E-07,0.90061545
524e14a7-593e-4a49-8e83-d913513a53c3.jpg,0.9016509,0.5346723,0.9999988,0.9999995,0.91716355,0.554046
e7277875-6242-4a4d-805b-5b3acadf2099.jpg,0.5732336,0,0.9999993,2.74E-06,0.6783635,4.68E-05
24a5b1d6-125d-4184-b0b4-7d6be63e7e1d.jpg,0.09663098,0.8021868,0.9999964,0.99999404,0.13051869,0.91782147
2b92d202-8be6-4d3a-b0ea-fcfb6ff14893.jpg,0.45495656,0,0.9999999,1.15E-07,0.43680298,2.93E-07
392dc75a-3eec-40c0-9da7-74face0c4520.jpg,0,0.9008645,2.19E-07,0.99995434,3.81E-07,0.9152087
97810a80-9cd8-4d59-87db-abf4ccc4e111.jpg,0,0.9108314,0.0007173571,0.9999821,3.19E-05,0.92136115
1825e08a-7afa-43d7-a60d-d65b3e3f2e1e.jpg,0,0.92320466,4.17E-05,0.99999654,3.28E-05,0.92027444
95f39357-a323-463b-885a-bee784586110.jpg,0.38659772,0,0.9999994,1.81E-07,0.40799367,2.38E-05
2551aaa3-aa1d-44e4-a8ac-18d291fd3b13.jpg,0,0.9001659,3.95E-06,0.99999976,6.32E-07,0.9193665
edf3b5cd-789f-405b-b7c8-980306902e34.jpg,0,0.85270566,2.78E-06,0.999998,7.45E-06,0.8407579
c40a86e9-b9f4-497a-8aac-2ef385ccbe53.jpg,0.42770338,0,0.9999999,6.49E-07,0.42645097,2.85E-06
1e4633fd-d7f4-411e-b5b5-fa98fc5edc56.jpg,0.1207237,0.67822754,0.9998913,0.99999547,0.11206195,0.7504901
9f6a9a18-c303-4490-b3bb-39371364f83a.jpg,0,0.20160185,0.00011309463,0.99775,0.00012904734,0.16427927
526192f2-a7e1-4e29-90d5-db36f8cc05ee.jpg,0.9011747,0.4722707,0.9999995,0.99999475,0.892095,0.5146603
a7bb902d-711a-46e4-a097-dabea7577583.jpg,0.9031637,0.6046857,0.999995,0.99999976,0.9103613,0.5639336
bfffe5fc-e6aa-43c2-b6ad-3c57c86012e4.jpg,0,0.9029754,1.68E-06,0.40853128,1.66E-06,0.8975816
5041f3fc-a39e-4326-85ef-5b08e890ebaa.jpg,0.90601224,0.5787843,0.9999937,0.99999976,0.9125415,0.53536993
3235a188-70ad-4687-b055-731e33461eab.jpg,0,0.7474173,5.60E-06,0.99999547,4.78E-05,0.85138935
6954bf0a-f74e-4c2b-b6e4-6290926d2a8d.jpg,0,0.29785618,0.0066187684,0.9998878,0.00015730211,0.36838415
663d79d7-cc7c-4aa7-8b23-1c03934c1f08.jpg,0,0.90553945,1.06E-06,0.9999802,7.72E-05,0.9110897
236198fa-a9a7-4853-bbe4-4e3d1ba5a53f.jpg,0,0.7148303,3.15E-07,0.9999982,1.70E-06,0.7174406
22260ab3-4b19-4fd3-ab75-d68577ce1a35.jpg,0.92222023,0,0.9999901,2.52E-07,0.9223715,6.92E-05
69c18a3c-3c23-4d1a-aa18-1e1e605e8864.jpg,0,0.29345718,0.0003114779,0.99969006,0.0018391424,0.40803468
7868a264-ae23-481c-bfb3-0890958caccd.jpg,0.9021941,0.6446542,0.9999995,0.99999845,0.9151908,0.62551856
c44c5b9b-a476-4ada-9311-11c36b6eb1c7.jpg,0.9046137,0,0.99999833,1.60E-07,0.91491795,4.15E-07
